ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	CONCEPT_TYPE	FORM	TOKENS	OCCURRENCES	WORD_FORMS	GLOSS_FORMS	PHRASE_EXAMPLE	GLOSS_EXAMPLE	REFERENCES	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	CROSSID
1235	Qiang	AGT	AGT	grammar	wu	w u	39	χa-le:-wu	needle-DEF:CL-AGT	χa-le:-wu tə-keʴl-kui-tɕu,	needle-DEF:CL-AGT DIR-ask-NAR-PART	68:0:2 74:0:2 86:0:2 109:0:2 139:0:2 231:3:2 234:0:2 251:0:3 266:0:2 277:0:1 375:1:2 431:1:1 483:1:1 533:0:1 541:0:1 559:0:2 561:0:2 570:0:2 594:1:1 606:1:2 607:1:1 615:1:2 618:3:2 674:1:1 691:4:4 779:1:1 832:0:2 833:0:2 853:0:2 889:3:1 890:1:1 1044:4:1 1069:6:3 1105:5:2 1120:0:2 1154:2:1 1182:0:1 1201:1:1 1209:0:2	6 7	AX	WY	1	1.W.C 1.Y.V	2.0 1.5	wu	1	36
1236	Qiang	AGT	AGT	grammar	wu111	w u	1	jə-m-le:-wu,111	say-NOM-DEF:CL-AGT	ɦɑlɑ-ŋuəȵi ɦɑ-tu satʂů-le:-tʂi-le:-wu “pənsə u-su-ɑ-ʂə” jə-m-le:-wu,111 gəs dɑ-qɑ-ȵi tə-χquɑtʂ-ȵiɑntɕi,	INT-TOP INT-RESULT younger-sister-DEF:CL-son-DEF:CL-AGT ability DIR-learn-1sg-LNK say-NOM-DEF:CL-AGT night DIR-go-ADV DIR-steal-after	463:5:3	6 7	AX	WY	1	1.W.C 1.Y.V	2.0 1.5	wu	1	36
818	Qiang	AMP119 // all	AMP119:all	lexicon	tɕeʴwu	tɕ ʴ/e w u	1	dʐə-tɕeʴwu	able-AMP119:all	tshəntitɕhin ʔũ du-ɸu dʐə-tɕeʴwu du-ɸu-n-pɑ,	Chen.Diqing 2sg DIR-run.away able-AMP119:all DIR-run.away-2sg-DTV	857:3:1	2 7 6 7	AXBZ	CEWY	1	1.C.C 1.E.V 1.W.C 1.Y.V	2.0 1.5 1.75 0.8	tɕʴ/ewu	0	37
1218	Qiang	ASP	ASP	grammar	jy	j y	17	tə-ʂ-jy	DIR-grow-ASP	ɦe-gi-s-tɑ-ŋuəȵi tshəmɑ tə-ʂ-jy ŋuə.	DIR-short-NOM-LOC-TOP thorn DIR-grow-ASP COP	53:2:2 193:4:3 254:2:2 255:3:2 299:1:2 412:3:3 524:8:1 552:8:2 844:4:1 903:0:1 904:2:2 906:0:1 1099:8:2 1112:3:1 1153:2:2 1159:3:1 1254:2:2	6 7	AX	JY	1	1.J.C 1.Y.V	2.0 1.5	jy	1	38
1219	Qiang	ASP	ASP:1sg	grammar	jya	j y a/ɑ	1	mɑ-lə-jya,	NEG-able-ASP:1sg	qɑ-ŋuəȵi fɑntʂənʂə ʐmətʂi tsoqpi jəpɑ-q-tɑ-ŋuəȵi do-χlu mɑ-lə-jya,	1sg-TOP †(anyway.is) emperor this:family hand-top-LOC-TOP DIR-escape NEG-able-ASP:1sg	851:6:2	6 7 7	AXZ	JYA	1	1.J.C 1.Y.V 1.A.V	2.0 1.5 0.8	jya/ɑ	1	38
1220	Qiang	ASP	ASP:1sg	grammar	jyɑ	j y ɑ	1	mɑ-l-jyɑ.”	NEG-able-ASP:1sg	qɑ-ŋuəȵi tsoqpi jəpɑ-q ɦɑ-mə-ʁə-ʂə mɑ-l-jyɑ.”	1sg-TOP this:family hand-top DIR-NEG-go-LNK NEG-able-ASP:1sg	858:4:2	6 7 7	AXZ	JYA	1	1.J.C 1.Y.V 1.A.V	2.0 1.5 0.8	jyɑ	1	38
1221	Qiang	ASP	ASP	grammar	jy123	j y	1	pu-jy,123	do-ASP	ʂku-ʐ pu-jy,123 ɦɑ-tsəi ʂku-ʐ ɦo-pu-ȵi,	orangutan-talk do-ASP INT-this.manner orangutan-talk DIR-do-ADV	1113:1:1	6 7	AX	JY	1	1.J.C 1.Y.V	2.0 1.5	jy	1	38
1222	Qiang	ASP	ASP:EVID	grammar	jy	j y	2	die-ʂe-jy,	DIR-die-ASP:EVID	tɕile-ɑpə lə tse-ze jɑpəq-tɑ die-ʂe-jy,	1pl-grandfather also this-CL hand-LOC DIR-die-ASP:EVID	1249:4:2 1252:0:2	6 7	AX	JY	1	1.J.C 1.Y.V	2.0 1.5	jy	1	38
1277	Qiang	AUX	AUX	grammar	thɑ	tʰ ɑ	17	mo-thɑ-jə-kui,	grope.for-AUX-REP-NAR	ə-qɑ-ȵiɑufu kɑpətʂ-tou nəʂ-ta:-ʁa mo-thɑ-jə-kui,	DIR-go-LNK(as.soon.as) orphan-DEF:one:CL bed-DEF:CL-LOC grope.for-AUX-REP-NAR	228:3:1 373:2:1 390:5:1 407:2:1 510:1:2 579:1:2 580:0:2 696:2:2 815:1:2 842:3:1 876:4:1 919:1:2 1069:15:2 1070:1:2 1076:4:2 1077:0:2 1154:7:2	1 7	AX	TA	1	1.T.C 1.A.V	2.0 1.5	tʰɑ	1	39
1278	Qiang	AUX	AUX	grammar	thə	tʰ ə	4	lɑn-thə-m	lazy-AUX-NOM	lɑn-thə-m ke: məʴʂ qe:ʴ-qe:ʴ ŋuə-tu,	lazy-AUX-NOM INDEF:CL story before-before COP-LNK	363:0:1 374:0:1 376:7:1 391:0:1	1 7	AX	TE	1	1.T.C 1.E.V	2.0 1.5	tʰə	1	39
1279	Qiang	BEN	BEN	grammar	tɕ	tɕ	1	mɑ:-le:-tɕ-ŋuəȵi	mama-DEF:CL-BEN-TOP	ɦɑ-tu mɑ:-le:-tɕ-ŋuəȵi χaiʂə ɕi-ŋuəȵi χaiʂə ɦɑ-tsəi pɑntɕin lie-kəpə-kui-wɑ.	INT-RESULT mama-DEF:CL-BEN-TOP †(still.is) wine-TOP †(still.is) INT-this.manner half.catty carry-HABIT-NAR-EMPH	380:1:2	2	A	C	1	1.C.C	2.0	tɕ	1	40
1115	Qiang	CAUS	CAUS	grammar	ʐ	ʐ	12	ə-tɕhəqhɑ-ʐ-əi.	DIR-burn-CAUS-HS	zəp-le: ə-tɕhəqhɑ-ʐ-əi.	earth-DEF:CL DIR-burn-CAUS-HS	3:1:2 36:3:2 43:6:1 46:3:1 251:3:2 470:1:2 533:6:1 682:7:1 921:2:3 1156:2:2 1157:2:2 1228:1:2	3	A	S	1	1.S.C	2.0	ʐ	1	41
1116	Qiang	CAUS	CAUS:1sg	grammar	ʐɑ	ʐ ɑ	1	da-g-ʐɑ-wɑ,”	DIR-broken-CAUS:1sg-EMPH	qɑ-wu ʔũ-jɑpə-le: da-g-ʐɑ-wɑ,”	1sg-AGT 2sg-hand-DEF:CL DIR-broken-CAUS:1sg-EMPH	277:2:2	3 7	AX	SA	1	1.S.C 1.A.V	2.0 1.5	ʐɑ	1	41
1117	Qiang	CAUS	CAUS	grammar	ʐ̥ə	ʐ ə	1	da-g-ʐ̥ə-qəstɑ,	DIR-break-CAUS-not.as.good.as	ʔũ-jɑpə-le: da-g-ʐ̥ə-qəstɑ,	2sg-hand-DEF:CL DIR-break-CAUS-not.as.good.as	284:1:2	3 7	AX	SE	1	1.S.C 1.E.V	2.0 1.5	ʐə	1	41
1118	Qiang	CAUS	CAUS	grammar	ʐə	ʐ ə	9	ʐi-ʐə-kui-tɕu.	exist-CAUS-NAR-PART	ʐbə-ŋuəȵi xsə-zi zə-p-ȵi tɕaʁa-lɑ ɦɑ-ʑdʑy-ȵi ʐi-ʐə-kui-tɕu.	yak-TOP three-CL DIR-buy-ADV cowpen-LOC DIR-tether-ADV exist-CAUS-NAR-PART	460:5:1 461:3:1 475:4:1 691:9:2 769:3:2 1022:7:1 1025:1:1 1209:8:2 1227:2:2	3 7	AX	SE	1	1.S.C 1.E.V	2.0 1.5	ʐə	1	41
1119	Qiang	CAUS	CAUS:PRS:1pl	grammar	ʐɑ:?	ʐ ɑː	1	ŋuə-ʐɑ:?”	COP-CAUS:PRS:1pl	ɦɑlɑ likhemu-ŋuəȵi “ȵi:tsəi ŋuə-ʐɑ:?”	INT Likhemu-TOP WH.kind COP-CAUS:PRS:1pl	969:3:1	3 7	AX	SA	1	1.S.C 1.A.V	2.0 1.5	ʐɑː	1	41
1004	Qiang	CL	DEF:CL	grammar	le:	l eː	217	zəp-le:	earth-DEF:CL	zəp-le: ȵi-ke: pe-ji qeʴlotʂu-ʁɑ,	earth-DEF:CL WH-INDEF:CL become-CSM in.the.past-LOC	1:0:1 3:0:1 18:0:1 19:0:1 20:0:1 60:2:1 67:0:1 68:0:1 78:1:1 109:0:1 119:1:1 120:0:1 127:0:1 137:0:1 138:0:1 139:0:1 147:2:1 159:3:1 160:0:1 169:0:1 200:0:1 204:1:1 207:0:1 211:0:1 211:2:1 211:5:1 214:0:1 216:0:1 217:0:1 217:1:1 218:1:1 218:2:1 222:3:1 223:0:1 225:1:1 231:4:1 234:1:1 262:1:1 263:4:1 264:1:1 266:0:1 277:1:2 280:1:2 284:0:2 306:2:1 316:0:1 317:1:1 318:0:1 326:0:1 327:0:1 334:1:1 335:0:1 337:1:4 338:0:1 340:1:1 362:1:2 366:0:1 367:0:1 372:2:4 373:2:2 374:0:2 375:1:1 376:6:1 376:7:2 377:4:2 378:1:1 380:1:1 381:1:1 382:1:1 383:0:1 386:0:1 389:0:1 390:1:1 390:3:3 391:0:2 394:2:1 396:4:1 397:1:1 397:3:1 401:0:1 402:0:1 402:1:1 402:3:1 404:1:1 405:0:1 406:1:1 406:5:1 407:1:1 409:1:1 436:0:1 436:2:1 444:1:1 445:0:1 451:1:3 457:0:1 458:0:1 463:5:2 468:0:1 468:2:1 475:2:1 503:0:1 503:1:1 519:1:1 528:5:1 545:2:1 545:3:1 551:0:1 551:1:1 552:1:1 556:1:1 556:4:1 557:1:1 558:1:1 568:2:2 573:2:1 581:8:3 584:3:1 590:1:1 592:1:1 594:0:2 603:0:1 604:0:1 606:1:1 609:2:1 615:1:1 615:4:1 618:3:1 622:1:1 625:7:1 629:0:1 647:3:1 656:2:1 665:1:1 685:5:1 691:4:3 695:4:1 703:2:1 703:4:1 706:7:3 710:3:1 711:1:1 729:1:1 729:10:2 730:2:1 737:0:1 737:2:1 738:2:1 743:0:1 751:0:1 753:0:2 754:0:1 763:5:3 766:1:1 767:0:1 770:1:1 772:0:2 774:1:1 775:0:2 779:3:1 782:4:1 783:1:1 784:1:1 784:2:1 786:0:1 786:1:1 798:0:1 798:2:1 802:1:1 806:1:1 807:0:1 809:0:1 815:0:1 818:0:1 832:0:1 833:0:1 839:0:1 852:1:1 852:2:1 860:0:1 864:2:3 865:0:1 866:0:1 894:1:1 904:1:1 915:3:3 916:1:3 940:0:1 984:1:1 996:2:2 996:4:1 999:2:1 999:6:1 1003:1:1 1010:1:1 1020:2:2 1020:3:3 1029:1:1 1049:2:2 1049:3:1 1064:4:1 1069:6:2 1124:1:1 1151:5:1 1152:1:1 1161:0:2 1161:4:1 1165:0:1 1173:1:1 1173:2:1 1173:7:1 1188:0:1 1190:7:1 1199:4:1 1203:3:1 1204:0:1 1206:2:1 1206:5:1	5 7	AX	LE	1	1.L.C 1.E.V	2.0 1.5	leː	1	42
1005	Qiang	CL	INDEF:CL	grammar	ke:	k eː	32	ȵi-ke:	WH-INDEF:CL	zəp-le: ȵi-ke: pe-ji qeʴlotʂu-ʁɑ,	earth-DEF:CL WH-INDEF:CL become-CSM in.the.past-LOC	1:1:1 18:4:0 59:6:0 94:1:0 130:1:0 152:0:0 173:0:0 204:3:2 205:3:2 225:3:2 233:0:1 235:1:1 256:2:1 282:1:0 293:2:1 294:6:2 359:2:1 363:1:0 452:0:0 486:0:1 487:0:1 499:5:1 556:3:6 583:0:0 693:1:1 875:0:1 916:3:1 917:2:1 918:0:1 984:3:0 988:1:1 995:1:2	1 7	AX	KE	1	1.K.C 1.E.V	2.0 1.5	keː	0	43
1006	Qiang	CL	CL	grammar	zi	z i	6	ʐguə-zi	nine-CL	mutu-lɑ mujuqů ʐguə-zi we-i,	heaven-LOC sun nine-CL exist-HS	2:2:1 8:3:1 16:3:1 364:1:1 365:1:1 460:1:1	3 7	AX	SI	1	1.S.C 1.I.V	2.0 1.5	zi	0	44
1007	Qiang	CL	CL	grammar	tʂ	ʈʂ	1	jə-tʂ-ŋuəȵi,	two-CL-TOP	mə ȵɑ ɣlu jə-tʂ-ŋuəȵi,	older.brother COM younger.sister two-CL-TOP	4:3:1	2	A	C	1	1.C.C	2.0	ʈʂ	0	45
1008	Qiang	CL	CL	grammar	ʐgu	ʐ g u	1	o-ʐgu-tɑ	one-CL-LOC	zuɑmə-ɸu o-ʐgu-tɑ i-pi-χuɑ-ȵi,	cypress-tree one-CL-LOC DIR-hide-because-ADV	5:1:1	3 1 7	ACZ	SKY	1	1.S.C 1.K.C 1.Y.V	2.0 1.5 0.8	ʐgu	0	46
1009	Qiang	CL	CL	grammar	xʂe	x ʂ e	5	e-xʂe	one-CL	ȵutɕuku dzuɑʁl e-xʂe ɦei-bi-ȵi,	each stone.mill one-CL DIR-carry.on.back-ADV	9:2:1 11:1:1 13:1:1 231:4:2 255:1:1	3 3 7	ACZ	GSE	1	1.G.C 1.S.C 1.E.V	2.0 1.5 0.8	xʂe	0	44
1010	Qiang	CL	INDEF:one:CL	grammar	kou	k o u	3	kou	INDEF:one:CL	kɑpətttʂ kou qe:ʴ-qe:ʴ-tu ɦɑlɑ kɑpətʂ kou ŋuə-kei-tɕu,	orphan INDEF:one:CL before-before-LNK INT orphan INDEF:one:CL COP-NAR-PART	58:1:0 58:5:0 107:2:1	1 7 7	AXZ	KUY	1	1.K.C 1.U.V 1.Y.V	2.0 1.5 0.8	kou	1	43
1011	Qiang	CL	DEF:one:CL	grammar	tou	t o u	19	tou	DEF:one:CL	tu ɦɑlɑ ʂkup-le:-ŋuəȵi ɦɑ-tsu kɑpətʂ tou dzə kɑntɕhi-kui-tɕu,	RESULT INT orangutan-DEF:CL-TOP INT-here orphan DEF:one:CL eat think/want-NAR-PART	60:5:0 63:1:0 72:2:0 100:3:0 101:1:0 145:1:0 179:1:0 184:1:0 191:1:0 205:1:0 212:0:1 212:2:1 213:0:1 228:1:1 230:1:0 231:0:1 524:7:0 528:2:0 662:3:0	1 7 7	AXZ	TUY	1	1.T.C 1.U.V 1.Y.V	2.0 1.5 0.8	tou	1	49
1012	Qiang	CL	DEF:one:CL	grammar	lou	l o u	11	lou	DEF:one:CL	kɑpətʂ lou dzə kɑntɕi:-tu,	orphan DEF:one:CL eat think/want-LNK	61:1:0 221:1:1 301:1:1 347:1:1 362:0:1 495:1:0 496:1:0 607:1:0 729:5:0 729:8:0 761:4:0	5 7 7	AXZ	LUY	1	1.L.C 1.U.V 1.Y.V	2.0 1.5 0.8	lou	1	42
1013	Qiang	CL	DEF:CL	grammar	te:	t eː	33	ʂkup-te:-wu	orangutan-DEF:CL-AGT	ʂkup-te:-wu maha qɑ dzə lɑ:,”	orangutan-DEF:CL-AGT night 1sg eat come:PRS	74:0:1 85:1:1 86:0:1 90:0:1 194:1:1 212:3:1 216:1:1 220:1:1 231:3:1 234:0:1 268:1:1 276:4:4 290:0:2 293:0:2 298:0:2 305:0:2 352:0:2 353:0:2 366:0:3 372:2:1 469:0:2 776:0:2 854:4:4 934:1:1 936:0:1 973:0:1 1103:1:2 1111:3:2 1112:1:1 1120:0:1 1129:1:1 1140:0:1 1251:1:1	1 7	AX	TE	1	1.T.C 1.E.V	2.0 1.5	teː	1	49
1014	Qiang	CL	one:CL	grammar	ou	o u	4	ou-stu	one:CL-alone	“qɑ tɕəu-lɑ o-zů-ȵi qɑ ou-stu je qu-ɑ-wɑ,”	1sg home-LOC DIR-sit-ADV 1sg one:CL-alone live/stay afraid-1sg-EMPH	76:4:0 89:3:0 104:2:0 372:4:0	7 7	XZ	UY	1	1.U.V 1.Y.V	1.5 0.8	ou	1	52
1015	Qiang	CL	DEF:one:CL	grammar	kou	k o u	1	kou-jə	DEF:one:CL-EXC	kɑpətʂ kou-jə mɑ-ŋuɑ-ʂə,	orphan DEF:one:CL-EXC NEG-COP:1sg-LNK	125:1:0	1 7 7	AXZ	KUY	1	1.K.C 1.U.V 1.Y.V	2.0 1.5 0.8	kou	1	43
1016	Qiang	CL	CL	grammar	lɑ	l ɑ	1	ɑ-lɑ	one-CL	ʐmə ɑ-lɑ ɦo-tsu-kəi,	meeting one-CL DIR-hold-NAR	190:1:1	5 7	AX	LA	1	1.L.C 1.A.V	2.0 1.5	lɑ	1	42
1017	Qiang	CL	this:CL	grammar	tse:	ts eː	36	tse:	this:CL	tɕile pəmaha tse: qəta:-wa,”	2pl tonight this:CL beat.to.death:PRS-EMPH	202:2:0 294:7:0 394:0:0 475:1:0 482:0:1 524:1:0 524:2:1 549:0:0 554:0:0 559:0:1 564:0:1 567:2:1 568:0:1 574:0:0 575:0:1 576:0:2 581:1:0 618:2:0 646:0:0 669:0:1 674:1:0 674:6:0 682:3:1 703:1:0 710:2:0 738:1:0 765:3:1 774:0:1 842:0:0 852:6:0 873:0:0 1065:0:1 1105:5:1 1154:2:0 1209:0:1 1210:0:1	2 7	AX	CE	1	1.C.C 1.E.V	2.0 1.5	tseː	1	45
1018	Qiang	CL	this:one:CL	grammar	tsou	ts o u	2	tsou	this:one:CL	tsou tɕymi-lou-tɑ zə-lɑ-kui-tu,	this:one:CL child-DEF:one:CL-DAT DIR-come-NAR-LNK	221:0:0 663:0:1	2 7 7	AXZ	CUY	1	1.C.C 1.U.V 1.Y.V	2.0 1.5 0.8	tsou	1	45
1019	Qiang	CL	DEF:CL	grammar	la:	l aː/ɑː	13	dʑy-la:-ʁa	door-DEF:CL-LOC	dʑy-la:-ʁa qeʴ ʂpɑʂpɑ dʑy-le:-tɑ dzeke i-ɕtɕi-kəi-tɕu,	door-DEF:CL-LOC before like/as door-DEF:CL-LOC (onomatopoeia) DIR-push-NAR-PART	222:0:1 246:0:1 249:3:1 252:0:1 260:0:1 261:0:1 938:0:1 980:1:2 1029:2:1 1030:0:1 1037:1:1 1081:2:3 1090:1:1	5 7	AX	LA	1	1.L.C 1.A.V	2.0 1.5	laː/ɑː	1	42
1020	Qiang	CL	DEF:CL	grammar	ta:	t aː/ɑː	2	nəʂ-ta:-ʁa	bed-DEF:CL-LOC	ə-qɑ-ȵiɑufu kɑpətʂ-tou nəʂ-ta:-ʁa mo-thɑ-jə-kui,	DIR-go-LNK(as.soon.as) orphan-DEF:one:CL bed-DEF:CL-LOC grope.for-AUX-REP-NAR	228:2:1 230:2:1	1 7	AX	TA	1	1.T.C 1.A.V	2.0 1.5	taː/ɑː	1	49
1021	Qiang	CL	CL	grammar	qu	q u	2	tsə-lo-qu	water-DEF:one-CL	tsə-lo-qu ŋuə-ȵiantɕi,	water-DEF:one-CL COP-after	247:0:2 248:0:2	1 7	AX	KY	1	1.K.C 1.Y.V	2.0 1.5	qu	1	43
1022	Qiang	CL	CL	grammar	tɕi	tɕ i	2	noʁu-le-tɕi	crow-DEF-CL	noʁu-le-tɕi thɑ ʐi-jə-kui-stu,	crow-DEF-CL there exist-REP-NAR-PART	250:0:2 251:0:2	2 7	AX	CI	1	1.C.C 1.I.V	2.0 1.5	tɕi	1	45
1023	Qiang	CL	one:CL	grammar	e:	eː	5	e:	one:CL	“ʔũ tsi-lɑ-hɑn qɑ e: de-mə-l-əs-te:-wu,	2sg daugher-DEF:one-kind 1sg one:CL DIR-NEG-give-NOM-DEF:CL-LNK	276:3:0 594:1:0 684:1:1 789:3:0 973:2:0	7	X	E	1	1.E.V	1.5	eː	1	61
1024	Qiang	CL	DEF:one:CL	grammar	lɑw	l ɑ w	3	qhaʴʁue-lɑw-ʁɑ	stone.pile-DEF:one:CL-LOC	upu-bəs-te: ɦɑ qhaʴʁue-lɑw-ʁɑ i-pə-k- tu,	uncle-snake-DEF:CL INT stone.pile-DEF:one:CL-LOC DIR-arrive-go- LNK	298:2:1 300:0:1 302:0:1	5 7 6	AXN	LAW	1	1.L.C 1.A.V 1.W.c	2.0 1.5 0.8	lɑw	1	42
1025	Qiang	CL	that:one:CL	grammar	thou	tʰ o u	1	thou	that:one:CL	thou tə-χsɑ mɑ-ɣʐə-kəi-ʂə,	that:one:CL DIR-understand NEG-able-NAR-LNK	313:0:0	1 7 7	AXZ	TUY	1	1.T.C 1.U.V 1.Y.V	2.0 1.5 0.8	tʰou	1	49
1026	Qiang	CL	CL	grammar	tɑu	t ɑ u	1	ʂkupu-ɑ-tɑu	a.kind.of.thing-one-CL	ɦɑ tsɑ-tɑu-ŋuəȵi ə-ʁ-ʁza:-ʁɑ-ŋuəȵi ʂkupu-ɑ-tɑu de-le-kui-stũ.	INT this:one-time-TOP DIR-go-time-LOC-TOP a.kind.of.thing-one-CL DIR-give-NAR-PART	356:3:2	1 7 7	AXZ	TAY	1	1.T.C 1.A.V 1.Y.V	2.0 1.5 0.8	tɑu	1	49
1027	Qiang	CL	INDEF:one:CL	grammar	ka:	k aː/ɑː	2	ɦɑ-ka:-ʁɑ,	INT-INDEF:one:CL-LOC	“qɑ ɦɑlɑ tʂhə-ʐeků-tɑ kuɑntsə ɦɑ-ka:-ʁɑ,	1sg INT market-center-LOC restaurant INT-INDEF:one:CL-LOC	424:4:1 763:0:1	1 7	AX	KA	1	1.K.C 1.A.V	2.0 1.5	kaː/ɑː	1	43
1028	Qiang	CL	DEF:one:CL	grammar	la:	l aː/ɑː	3	ɕi-la:	little-DEF:one:CL	ɦɑ-thu-ŋuəȵi ɕi-la: ataʐ-ʂɑ,	INT-there-TOP little-DEF:one:CL fast-HORT	489:1:1 509:0:1 609:5:0	5 7	AX	LA	1	1.L.C 1.A.V	2.0 1.5	laː/ɑː	1	42
1029	Qiang	CL	CL	grammar	zə	z ə	4	kɑ-zə	INDEF:one-CL	kɑ-zə dɑ-tɕ ɦe-si-ŋuɑ ɦe-me-si?”	INDEF:one-CL DIR-find DIR-allow-Q DIR-NEG-allow	492:0:1 962:0:1 964:0:1 965:1:1	3 7	AX	SE	1	1.S.C 1.E.V	2.0 1.5	zə	1	44
1030	Qiang	CL	DEF:one:CL	grammar	ta:	t aː/ɑː	1	ʂpəthuʂ-ta:-ʁa-ŋuəȵi	bamboo.tube-DEF:one:CL-LOC-TOP	ɦɑ-kə ʂpəthuʂ-ta:-ʁa-ŋuəȵi ȵiȵi hɑ-sə ɦɑ-kə keʴl-kə-ku,	INT-thus bamboo.tube-DEF:one:CL-LOC-TOP 3sgREFL DIR-make.sound INT-thus ask-go-NAR	536:1:1	1 7	AX	TA	1	1.T.C 1.A.V	2.0 1.5	taː/ɑː	1	49
1031	Qiang	CL	CL	grammar	lə	l ə	1	ɑ-lə-wu	one-CL-AGT	ɑ-lə-wu ɑ-lə114 pethiɑu-ɦo-pu-ȵi dʐuků le kɑ-hɑn ŋuə-kuɑ-ji,	one-CL-AGT one-CL chat-DIR-do-ADV knowledge exist INDEF:one-kind COP-NAR-HS	561:0:1	5 7	AX	LE	1	1.L.C 1.E.V	2.0 1.5	lə	1	42
1032	Qiang	CL	CL	grammar	lə114	l ə	1	ɑ-lə114	one-CL	ɑ-lə-wu ɑ-lə114 pethiɑu-ɦo-pu-ȵi dʐuků le kɑ-hɑn ŋuə-kuɑ-ji,	one-CL-AGT one-CL chat-DIR-do-ADV knowledge exist INDEF:one-kind COP-NAR-HS	561:1:1	5 7	AX	LE	1	1.L.C 1.E.V	2.0 1.5	lə	1	42
1033	Qiang	CL	DEF:CL	grammar	ne:	n eː	1	jin-ne:	monk’s.robe-DEF:CL	“ɕtɕə-s-ʁɑ-ŋuəȵi tse: ʐmətʂi jin-ne: ɑ-zə χqu ɦɑtə u-ʐmu-ȵi i-tʂi-s-le: ŋuə-ʂ,	seven-day-LOC-TOP this:CL emperor monk’s.robe-DEF:CL one-little difficult INT DIR-dream-ADV DIR-sign-NOM-DEF:CL COP-LNK	581:3:1	4 7	AX	NE	1	1.N.C 1.E.V	2.0 1.5	neː	1	71
1034	Qiang	CL	CL	grammar	ze	z e	6	mi-tse-ze-ŋuəȵi,	person-this-CL-TOP	ɦɑ-tu tʂekəʐənla mi-tse-ze-ŋuəȵi,	INT-RESULT †(this.person) person-this-CL-TOP	610:2:2 931:4:1 972:3:1 996:6:2 1035:0:1 1249:2:1	3 7	AX	SE	1	1.S.C 1.E.V	2.0 1.5	ze	0	44
1035	Qiang	CL	CL	grammar	ɸi	ɸ i	5	ɕtɕi-ɸi	seven-CL	ɦɑlɑ puȵu-le:-tɑ zə-ʐ-ȵiɑntɕi ɦɑlɑ ʁɑ-ŋuəȵi ɕtɕi-ɸi tə-ʂe.	there cat-DEF:CL-DAT DIR-bring-after INT roof.tile-TOP seven-CL DIR-count	622:5:1 625:1:1 625:2:1 625:4:1 666:1:1	3 7	AX	BI	1	1.B.C 1.I.V	2.0 1.5	ɸi	1	73
1036	Qiang	CL	DEF:one:CL	grammar	lɑ:	l ɑː	1	ɕi-lɑ:	little-DEF:one:CL	ɦɑ-tu ɕi-lɑ: i-tʂi-s-tɑ-tu,	INT-RESULT little-DEF:one:CL DIR-sign-NOM-LOC-LNK	648:1:1	5 7	AX	LA	1	1.L.C 1.A.V	2.0 1.5	lɑː	1	42
1037	Qiang	CL	one:CL	grammar	ɑz	ɑ z	1	ɑz-ŋuəȵi	one:CL-TOP	“a tsə-s ɑz-ŋuəȵi ɕi-lɑ: ataʐ-ȵi u-ʐmu ȵɑ u-tɕu-s-le: ə-mə-s xu-tu,	EXCL this-COMP one:CL-TOP small-DEF:CL fast-ADV DIR-dream COM DIR-see-NOM-DEF:CL DIR-hear-NOM exist-LNK	706:2:0	7 3	XN	AS	1	1.A.V 1.S.c	1.5 0.8	ɑz	1	75
1038	Qiang	CL	DEF:CL	grammar	lɑ:	l ɑː	4	ɕi-lɑ:	small-DEF:CL	“a tsə-s ɑz-ŋuəȵi ɕi-lɑ: ataʐ-ȵi u-ʐmu ȵɑ u-tɕu-s-le: ə-mə-s xu-tu,	EXCL this-COMP one:CL-TOP small-DEF:CL fast-ADV DIR-dream COM DIR-see-NOM-DEF:CL DIR-hear-NOM exist-LNK	706:3:1 707:1:1 707:2:2 757:1:2	5 7	AX	LA	1	1.L.C 1.A.V	2.0 1.5	lɑː	1	42
1039	Qiang	CL	CL	grammar	sɑ	s ɑ	1	ʐmə-lɑ-sɑ	name-DEF:one-CL	qɑ tɕiq dʑe-s-tɑ-ŋuəȵi ʐmə-lɑ-sɑ dɑ-m-ɑ,	1sg inside say-NOM-LOC-TOP name-DEF:one-CL DIR-forget-1sg	780:3:2	3 7	AX	SA	1	1.S.C 1.A.V	2.0 1.5	sɑ	1	44
1040	Qiang	CL	CL	grammar	kuo	k u o	1	kuo	CL	ɦɑlɑ-ŋuəȵi χaiʂə tɑulə tɕi kuo jue ʂəχəu i-jə-ɕ pe-tu,	there-TOP †(still.is arrive few CL month time/when) one-two-month become-LNK	888:4:0	1 7 7	AXZ	KYU	1	1.K.C 1.Y.V 1.U.V	2.0 1.5 0.8	kuo	0	43
1041	Qiang	CL	CL	grammar	fən	f ə n	1	nai-e-fən-ʁɑ	other-one-CL-LOC	xsə nai-e-fən-ʁɑ χaiʂə meʴʐə-lə-m-ŋuəȵi steke-lɑ ə-dzɑ-lu-kui.	new(again) other-one-CL-LOC †(still.is) seek-come-NOM-TOP behind-LOC DIR-chase-come-NAR	911:1:2	3 7 4	AXN	BEN	1	1.B.C 1.E.V 1.N.c	2.0 1.5 0.8	fən	1	73
